ID;City;Group_size;Age;MPI#Mean;TOM;BUMO;BUMO_Previous;MostFavourite;Gender;MPI#detail;Age#group;Age#Group#2;MPI;MPI#2;Occupation;Occupation#group;Year;Col;MPI_Mean_Use
443998;Hà Nội;3;49;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
444080;Hà Nội;3;38;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3;5499
444604;Cần Thơ;3;23;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3;5499
445293;Cần Thơ;3;48;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;3;5499
445297;Hải Phòng;3;34;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
446009;Đà Nẵng;3;30;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
446046;Cần Thơ;3;30;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
446092;Hà Nội;3;51;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3;5499
446195;Hà Nội;3;58;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3;5499
448666;Hà Nội;3;23;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3;5499
448732;Hà Nội;3;52;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
449279;Hà Nội;3;50;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
449428;Hà Nội;3;53;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;3;5499
450819;Hải Phòng;3;32;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3;5499
450832;Hải Phòng;3;32;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
452516;Hà Nội;3;55;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3;5499
454969;Hà Nội;3;37;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;3;5499
455083;Hà Nội;3;33;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;3;5499
455319;Hà Nội;3;38;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;3;5499
458207;Hà Nội;3;34;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
459787;Hà Nội;3;38;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;5499
729375;Đà Nẵng;3;45;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
739684;Hà Nội;3;52;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
768874;Cần Thơ;3;39;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
779711;Hà Nội;3;45;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
779883;Đà Nẵng;3;25;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
782797;Đà Nẵng;3;21;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
783137;Đà Nẵng;3;28;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
792058;Hà Nội;3;34;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
799561;Hải Phòng;3;50;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
800134;Đà Nẵng;3;28;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
800856;Hà Nội;3;51;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
802966;Nha Trang;3;44;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2019;3;5499
808797;Cần Thơ;3;36;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
812081;Hà Nội;3;32;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
812792;Cần Thơ;3;34;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
818279;Hà Nội;3;50;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
818453;Hà Nội;3;36;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
826337;Hà Nội;3;48;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
828520;Cần Thơ;3;55;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
832795;Cần Thơ;3;43;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
840036;Cần Thơ;3;24;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
841702;Cần Thơ;3;23;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
843729;Cần Thơ;3;30;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3;5499
844773;Cần Thơ;3;27;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;5499
365717;Đà Nẵng;3;25;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3;5499
366452;Cần Thơ;3;34;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Housewife;None Working;2018;3;5499
366855;Cần Thơ;3;34;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3;5499
368419;Cần Thơ;3;28;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3;5499
371398;Hà Nội;3;38;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;3;5499
373685;Hồ Chí Minh;3;27;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Lecturer / Teacher;White Collar;2018;3;5499
378154;Cần Thơ;3;28;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3;5499
379200;Đà Nẵng;3;27;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Housewife;None Working;2018;3;5499
382217;Hà Nội;3;34;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3;5499
383731;Cần Thơ;3;35;5499;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3;5499
383803;Cần Thơ;3;32;5499;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;2.VND 4.5m - VND 8.9m;Lecturer / Teacher;White Collar;2018;3;5499
